vehicle,brand,model,category,sales,year,month,source
Volkswagen e-Golf,Volkswagen,e-Golf,bev,289,2017,11,hybridcars.com
Volvo S90 Plug In,Volvo,S90 Plug In,phev,32,2017,11,hybridcars.com
Volvo XC60,Volvo,XC60,phev,82,2017,11,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,204,2017,11,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,270,2017,12,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,363,2017,12,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,706,2017,12,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,67,2017,12,hybridcars.com
BMW i3,BMW,i3,bev,672,2017,12,hybridcars.com
BMW i8,BMW,i8,phev,80,2017,12,hybridcars.com
BMW X5,BMW,X5,phev,832,2017,12,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,35,2017,12,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,3227,2017,12,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,2,2017,12,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1937,2017,12,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,223,2017,12,hybridcars.com
Fiat 500e,Fiat,500e,bev,200,2017,12,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,436,2017,12,hybridcars.com
Ford Focus,Ford,Focus,bev,113,2017,12,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,875,2017,12,hybridcars.com
Honda Clarity B,Honda,Clarity B,bev,527,2017,12,hybridcars.com
Honda Clarity Plug In,Honda,Clarity Plug In,phev,898,2017,12,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,79,2017,12,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,103,2017,12,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,134,2017,12,hybridcars.com
Kia Soul,Kia,Soul,bev,204,2017,12,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,111,2017,12,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,14,2017,12,hybridcars.com
Mercedes GLE 550e Plug In,Mercedes,GLE 550e Plug In,phev,82,2017,12,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,26,2017,12,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,72,2017,12,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,102,2017,12,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,23,2017,12,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,129,2017,12,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,1050,2017,12,hybridcars.com
Tesla Model S,Tesla,Model S,bev,4800,2017,12,hybridcars.com
Tesla Model X,Tesla,Model X,bev,3400,2017,12,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2420,2017,12,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,343,2017,12,hybridcars.com
Volvo S90 Plug In,Volvo,S90 Plug In,phev,52,2017,12,hybridcars.com
Volvo XC60,Volvo,XC60,phev,174,2017,12,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,368,2017,12,hybridcars.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,145,2018,1,insideEVs.com
BMW 330e,BMW,330e,phev,101,2018,1,insideEVs.com
BMW 530e,BMW,530e,phev,224,2018,1,insideEVs.com
BMW 740e,BMW,740e,phev,18,2018,1,insideEVs.com
BMW i3,BMW,i3,bev,382,2018,1,insideEVs.com
BMW i8,BMW,i8,phev,32,2018,1,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,261,2018,1,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,6,2018,1,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1177,2018,1,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,713,2018,1,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,375,2018,1,insideEVs.com
Fiat 500e,Fiat,500e,bev,210,2018,1,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,234,2018,1,insideEVs.com
Ford Focus,Ford,Focus,bev,70,2018,1,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,640,2018,1,insideEVs.com
Honda Clarity,Honda,Clarity,phev,604,2018,1,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,153,2018,1,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,22,2018,1,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,49,2018,1,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,52,2018,1,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,1,insideEVs.com
Kia Niro,Kia,Niro,phev,155,2018,1,insideEVs.com
Kia Optima,Kia,Optima,phev,86,2018,1,insideEVs.com
Kia Soul,Kia,Soul,bev,115,2018,1,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,40,2018,1,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,29,2018,1,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,0,2018,1,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,44,2018,1,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,13,2018,1,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,127,2018,1,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,300,2018,1,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,150,2018,1,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,113,2018,1,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,1,2018,1,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,84,2018,1,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,1875,2018,1,insideEVs.com
Tesla Model S,Tesla,Model S,bev,800,2018,1,insideEVs.com
Tesla Model X,Tesla,Model X,bev,700,2018,1,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1496,2018,1,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,178,2018,1,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,27,2018,1,insideEVs.com
Volvo XC60,Volvo,XC60,phev,109,2018,1,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,99,2018,1,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,199,2018,2,insideEVs.com
BMW 330e,BMW,330e,phev,142,2018,2,insideEVs.com
BMW 530e,BMW,530e,phev,413,2018,2,insideEVs.com
BMW 740e,BMW,740e,phev,23,2018,2,insideEVs.com
BMW i3,BMW,i3,bev,623,2018,2,insideEVs.com
BMW i8,BMW,i8,phev,39,2018,2,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,596,2018,2,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,24,2018,2,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1424,2018,2,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,983,2018,2,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,450,2018,2,insideEVs.com
Fiat 500e,Fiat,500e,bev,235,2018,2,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,142,2018,2,insideEVs.com
Ford Focus,Ford,Focus,bev,73,2018,2,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,794,2018,2,insideEVs.com
Honda Clarity,Honda,Clarity,phev,911,2018,2,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,74,2018,2,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,3,2018,2,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,178,2018,2,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,54,2018,2,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,2,insideEVs.com
Kia Niro,Kia,Niro,phev,246,2018,2,insideEVs.com
Kia Optima,Kia,Optima,phev,103,2018,2,insideEVs.com
Kia Soul,Kia,Soul,bev,163,2018,2,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,49,2018,2,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,172,2018,2,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,5,2018,2,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,70,2018,2,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,3,2018,2,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,100,2018,2,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,323,2018,2,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,895,2018,2,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,121,2018,2,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,2,2018,2,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,90,2018,2,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,2485,2018,2,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1125,2018,2,insideEVs.com
Tesla Model X,Tesla,Model X,bev,975,2018,2,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2050,2018,2,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,198,2018,2,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,29,2018,2,insideEVs.com
Volvo XC60,Volvo,XC60,phev,155,2018,2,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,106,2018,2,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,214,2018,3,insideEVs.com
BMW 330e,BMW,330e,phev,202,2018,3,insideEVs.com
BMW 530e,BMW,530e,phev,689,2018,3,insideEVs.com
BMW 740e,BMW,740e,phev,31,2018,3,insideEVs.com
BMW i3,BMW,i3,bev,992,2018,3,insideEVs.com
BMW i8,BMW,i8,phev,47,2018,3,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,627,2018,3,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,17,2018,3,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1774,2018,3,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1782,2018,3,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,480,2018,3,insideEVs.com
Fiat 500e,Fiat,500e,bev,285,2018,3,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,105,2018,3,insideEVs.com
Ford Focus,Ford,Focus,bev,137,2018,3,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,782,2018,3,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1131,2018,3,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,48,2018,3,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,60,2018,3,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,218,2018,3,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,78,2018,3,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,3,insideEVs.com
Kia Niro,Kia,Niro,phev,227,2018,3,insideEVs.com
Kia Optima,Kia,Optima,phev,156,2018,3,insideEVs.com
Kia Soul,Kia,Soul,bev,157,2018,3,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,33,2018,3,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,208,2018,3,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,57,2018,3,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,181,2018,3,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,11,2018,3,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,74,2018,3,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,373,2018,3,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1500,2018,3,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,197,2018,3,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,49,2018,3,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,103,2018,3,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,3820,2018,3,insideEVs.com
Tesla Model S,Tesla,Model S,bev,3375,2018,3,insideEVs.com
Tesla Model X,Tesla,Model X,bev,2825,2018,3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2922,2018,3,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,164,2018,3,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,52,2018,3,insideEVs.com
Volvo XC60,Volvo,XC60,phev,167,2018,3,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,93,2018,3,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,189,2018,4,insideEVs.com
BMW 330e,BMW,330e,phev,166,2018,4,insideEVs.com
BMW 530e,BMW,530e,phev,518,2018,4,insideEVs.com
BMW 740e,BMW,740e,phev,60,2018,4,insideEVs.com
BMW i3,BMW,i3,bev,503,2018,4,insideEVs.com
BMW i8,BMW,i8,phev,57,2018,4,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,563,2018,4,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,42,2018,4,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1275,2018,4,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1325,2018,4,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,425,2018,4,insideEVs.com
Fiat 500e,Fiat,500e,bev,215,2018,4,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,57,2018,4,insideEVs.com
Ford Focus,Ford,Focus,bev,83,2018,4,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,742,2018,4,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1129,2018,4,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,39,2018,4,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,7,2018,4,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,180,2018,4,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,38,2018,4,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,4,insideEVs.com
Kia Niro,Kia,Niro,phev,120,2018,4,insideEVs.com
Kia Optima,Kia,Optima,phev,142,2018,4,insideEVs.com
Kia Soul,Kia,Soul,bev,152,2018,4,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,7,2018,4,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,158,2018,4,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,59,2018,4,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,93,2018,4,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,9,2018,4,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,106,2018,4,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,273,2018,4,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1171,2018,4,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,265,2018,4,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,336,2018,4,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,80,2018,4,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,3750,2018,4,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1250,2018,4,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1025,2018,4,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2626,2018,4,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,128,2018,4,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,29,2018,4,insideEVs.com
Volvo XC60,Volvo,XC60,phev,141,2018,4,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,90,2018,4,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,267,2018,5,insideEVs.com
BMW 330e,BMW,330e,phev,150,2018,5,insideEVs.com
BMW 530e,BMW,530e,phev,729,2018,5,insideEVs.com
BMW 740e,BMW,740e,phev,17,2018,5,insideEVs.com
BMW i3,BMW,i3,bev,424,2018,5,insideEVs.com
BMW i8,BMW,i8,phev,64,2018,5,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,499,2018,5,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,30,2018,5,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1125,2018,5,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1675,2018,5,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,650,2018,5,insideEVs.com
Fiat 500e,Fiat,500e,bev,250,2018,5,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,18,2018,5,insideEVs.com
Ford Focus,Ford,Focus,bev,88,2018,5,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,740,2018,5,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1639,2018,5,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,34,2018,5,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,32,2018,5,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,217,2018,5,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,67,2018,5,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,5,insideEVs.com
Kia Niro,Kia,Niro,phev,218,2018,5,insideEVs.com
Kia Optima,Kia,Optima,phev,98,2018,5,insideEVs.com
Kia Soul,Kia,Soul,bev,133,2018,5,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,3,2018,5,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,166,2018,5,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,64,2018,5,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,83,2018,5,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,7,2018,5,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,163,2018,5,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,297,2018,5,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1576,2018,5,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,59,2018,5,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,275,2018,5,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,110,2018,5,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,6000,2018,5,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1520,2018,5,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1450,2018,5,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2924,2018,5,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,76,2018,5,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,30,2018,5,insideEVs.com
Volvo XC60,Volvo,XC60,phev,214,2018,5,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,126,2018,5,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,238,2018,6,insideEVs.com
BMW 330e,BMW,330e,phev,138,2018,6,insideEVs.com
BMW 530e,BMW,530e,phev,942,2018,6,insideEVs.com
BMW 740e,BMW,740e,phev,16,2018,6,insideEVs.com
BMW i3,BMW,i3,bev,580,2018,6,insideEVs.com
BMW i8,BMW,i8,phev,45,2018,6,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,321,2018,6,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,18,2018,6,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1083,2018,6,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1336,2018,6,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,710,2018,6,insideEVs.com
Fiat 500e,Fiat,500e,bev,225,2018,6,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,6,2018,6,insideEVs.com
Ford Focus,Ford,Focus,bev,50,2018,6,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,604,2018,6,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1495,2018,6,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,86,2018,6,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,47,2018,6,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,143,2018,6,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,62,2018,6,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,6,insideEVs.com
Kia Niro,Kia,Niro,phev,281,2018,6,insideEVs.com
Kia Optima,Kia,Optima,phev,83,2018,6,insideEVs.com
Kia Soul,Kia,Soul,bev,57,2018,6,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2018,6,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,176,2018,6,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,66,2018,6,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,75,2018,6,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,7,2018,6,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,211,2018,6,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,390,2018,6,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1367,2018,6,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,12,2018,6,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,168,2018,6,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,126,2018,6,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,5902,2018,6,insideEVs.com
Tesla Model S,Tesla,Model S,bev,2750,2018,6,insideEVs.com
Tesla Model X,Tesla,Model X,bev,2550,2018,6,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2237,2018,6,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,32,2018,6,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,35,2018,6,insideEVs.com
Volvo XC60,Volvo,XC60,phev,226,2018,6,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,133,2018,6,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,220,2018,7,insideEVs.com
BMW 330e,BMW,330e,phev,106,2018,7,insideEVs.com
BMW 530e,BMW,530e,phev,536,2018,7,insideEVs.com
BMW 740e,BMW,740e,phev,40,2018,7,insideEVs.com
BMW i3,BMW,i3,bev,464,2018,7,insideEVs.com
BMW i8,BMW,i8,phev,72,2018,7,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,431,2018,7,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,26,2018,7,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1175,2018,7,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1475,2018,7,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,450,2018,7,insideEVs.com
Fiat 500e,Fiat,500e,bev,220,2018,7,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,4,2018,7,insideEVs.com
Ford Focus,Ford,Focus,bev,46,2018,7,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,522,2018,7,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1542,2018,7,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,102,2018,7,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,35,2018,7,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,180,2018,7,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,60,2018,7,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,7,insideEVs.com
Kia Niro,Kia,Niro,phev,225,2018,7,insideEVs.com
Kia Optima,Kia,Optima,phev,90,2018,7,insideEVs.com
Kia Soul,Kia,Soul,bev,130,2018,7,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2018,7,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,165,2018,7,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,60,2018,7,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,85,2018,7,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,8,2018,7,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,210,2018,7,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,350,2018,7,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1149,2018,7,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,15,2018,7,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,195,2018,7,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,103,2018,7,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,14250,2018,7,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1200,2018,7,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1325,2018,7,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1984,2018,7,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,18,2018,7,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,30,2018,7,insideEVs.com
Volvo XC60,Volvo,XC60,phev,185,2018,7,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,115,2018,7,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,240,2018,8,insideEVs.com
BMW 330e,BMW,330e,phev,192,2018,8,insideEVs.com
BMW 530e,BMW,530e,phev,749,2018,8,insideEVs.com
BMW 740e,BMW,740e,phev,18,2018,8,insideEVs.com
BMW i3,BMW,i3,bev,418,2018,8,insideEVs.com
BMW i8,BMW,i8,phev,67,2018,8,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,264,2018,8,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,23,2018,8,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1225,2018,8,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1825,2018,8,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,654,2018,8,insideEVs.com
Fiat 500e,Fiat,500e,bev,75,2018,8,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,4,2018,8,insideEVs.com
Ford Focus,Ford,Focus,bev,7,2018,8,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,396,2018,8,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1462,2018,8,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,75,2018,8,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,21,2018,8,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,43,2018,8,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,20,2018,8,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,8,insideEVs.com
